no	smiles	active_g10	active_g20	active_g40	active_g60	active_g80	active_g100	N_matches	atom_match_count	c1ccccc1CNCC	c1ccccc1Cc1ccccc1	c1ccccc1CN2CCCCC2	CCNCc1ccccc1	Cc1ccccc1	Oc1ccccc1	c1ccccc1C(F)(F)F	CCOc1ccccc1	c1ccccc1CCNC	COc1ccccc1	n1ccccc1C	NCCc1ccccc1	c1cc(C)ccc1C	n1ccccc1	CCc1ccccc1
A3911	Clc1cc2c(n(cc2C2CCN(CC2)CCN2CCNC2=O)C2CCCCC2)cc1	1	1	1	1	1	1	0.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3912	c1cccc(c12)c(ns2)N(CC3)CCN3CCc(c4)ccc(c45)[C@H](CC5)NC(=O)C6CC6	1	1	1	1	1	1	7.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 3. 5. 7. 7. 7. 7. 7. 7. 3.
 0. 0. 2. 2. 0. 2. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
A3913	Fc1ccc(cc1)Cn(c(c23)cccc2)c(n3)N(CC4)CCC4n5ccnc5	1	1	1	1	1	1	1.0	"[0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3914	O(C)c1cc(ccc1OC)CC[NH+](CCC[C@@](C(C)C)(C#N)c1cc(OC)c(OC)cc1)C	1	1	1	1	1	1	6.0	"[2. 1. 6. 6. 6. 6. 6. 6. 0. 0. 4. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
A3915	C1CCC(CC1)c1c[nH]c(n1)C1NC(C2CCOCC2)c2c(C1)c1ccccc1[nH]2	1	1	1	1	1	1	0.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3916	Clc1ccc(cc1)C(=O)C1CCN(CC1)CCc1ccc(c(c1)Cl)Cl	1	1	1	1	1	1	4.0	"[0. 2. 2. 2. 2. 2. 2. 2. 0. 1. 0. 1. 2. 0. 0. 2. 2. 2. 2. 2. 2. 2. 2. 0.
 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
A3917	c1c(Cl)ccc(c12)n(CCCCC)c(=O)nc2NC3CCN(CC3)Cc(c4)ccc(c45)OCO5	1	1	1	1	1	1	6.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 3. 3. 3. 1. 1.
 4. 6. 6. 6. 6. 6. 6. 2. 1. 0.]"	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A3918	c1cccc(c12)c(ns2)N(CC3)CCN3CCc(c4)ccc(c45)[C@H](CC5)NC(=O)c(cc6)ccc6F	1	1	1	1	1	1	7.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 3. 5. 6. 6. 6. 6. 7. 6. 3.
 0. 0. 2. 2. 0. 2. 1. 1. 1. 1. 1. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
A3919	Cc1ccc(cc1)CCOCc1cccc([n+]1C)COCCc1ccc(cc1)C	1	1	1	1	1	1	5.0	"[2. 3. 3. 3. 3. 3. 3. 2. 1. 0. 1. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
A3920	Cc1ccc(cc1)CN1CCC(CC1)CNC(=O)c1cc(Cl)cc(c1)Cl	1	1	1	1	1	1	5.0	"[2. 5. 5. 5. 5. 5. 5. 4. 3. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
A3921	Clc1cc2c(n(cc2C2CCN(CC2)CCN2CCNC2=O)-c2ccc(cc2)CC(OC)=O)cc1	1	1	1	1	1	1	2.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2.
 2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A3922	Brc1ccc(cc1)[C@@]12CN(C[C@H]2C1)CCCSc1nnc(n1C)c1cccc2c1ccc(n2)C	1	1	1	1	1	1	6.0	"[0. 4. 4. 4. 4. 4. 4. 4. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 2. 2. 2. 2. 2. 2. 1.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0
A3924	CC(C)[C@]4(C(=O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC[C@@H](N3CCC(c2ccncn2)CC3)C4	1	1	1	1	1	1	4.0	"[0. 0. 0. 2. 2. 0. 2. 3. 4. 4. 4. 1. 1. 1. 1. 4. 4. 0. 0. 0. 0. 4. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3925	Cc1cc(Cl)c(c(Cl)c1)OCCOc2ccc(cc2)[C@H]3CCNC[C@@H]3C(=O)N(C4CC4)Cc(c5)cc(CCCOC)cc5OCC(C)(C)O	1	1	1	1	1	1	7.0	"[1. 3. 3. 3. 0. 3. 3. 0. 3. 2. 2. 1. 1. 2. 2. 2. 2. 2. 2. 1. 1. 0. 0. 0.
 2. 2. 0. 2. 0. 0. 0. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0.
 0.]"	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
A3926	CC1CCC(CC1)c1nnc(n1C)SCCCN1CCc2c(CC1)ccc(c2)c1noc(c1)C	1	1	1	1	1	1	5.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 2. 3. 5. 5. 2. 1.
 5. 5. 5. 5. 1. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
A3927	CCCN(CC(COc1ccc(cc1)NS(=O)(=O)C)O)CCc1ccc(c(c1)Cl)Cl	1	1	1	1	1	1	7.0	"[0. 0. 1. 2. 0. 1. 2. 3. 3. 3. 3. 3. 3. 3. 0. 0. 0. 0. 0. 0. 3. 4. 4. 4.
 4. 4. 4. 4. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
A3928	CCCN(CCc1ccc(Cl)c(Cl)c1)C[C@H](O)COc2ccc(NS(C)(=O)=O)cc2	1	1	1	1	1	1	7.0	"[0. 0. 1. 2. 3. 4. 4. 4. 4. 4. 0. 4. 0. 4. 0. 1. 0. 2. 3. 3. 3. 3. 3. 0.
 0. 0. 0. 0. 3. 3.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
A3929	CCOC(=O)C1=C[C@]2(CC)CCCN3[C@@H]2c2n1c1ccccc1c2CC3	1	1	1	1	1	1	0.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3930	Clc1ccc(c(c1)F)Oc1ncc2c(c1)c(=O)n(c(n2)C)CC1CCCN(C1)C(C)C	1	1	1	1	1	1	3.0	"[0. 2. 2. 2. 2. 2. 2. 0. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
A3931	Cn1c(CCCCCN2CC3[C@@](C2)(C3)c2ccc(cc2)C(F)(F)F)nnc1c1ccccc1Cl	1	1	1	1	1	1	6.0	"[0. 0. 0. 0. 0. 0. 0. 1. 2. 0. 1. 5. 2. 0. 6. 6. 6. 6. 6. 6. 2. 1. 1. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
A3932	Cn1c(CCCCN2CC3[C@@](C2)(C3)c2ccc(cc2)C(F)(F)F)nnc1c1ccc(cc1)OC(F)(F)F	1	1	1	1	1	1	8.0	"[0. 0. 0. 0. 0. 0. 1. 2. 0. 1. 5. 2. 0. 6. 6. 6. 6. 6. 6. 2. 1. 1. 1. 0.
 0. 0. 2. 2. 2. 2. 2. 2. 2. 1. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
A3933	Cn1c(SCCCN2CC3C(C2)N(CC3)c2ccc(cc2)C(F)(F)F)nnc1c1cccnc1	1	1	1	1	1	1	3.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 2. 2. 2. 1. 1.
 1. 0. 0. 0. 1. 1. 1. 1. 1. 1.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A3934	Cn1c(SCCCN2CC3C(C2)N(CC3)c2ccc(cc2)C(F)(F)F)nnc1c1nccnc1	1	1	1	1	1	1	2.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 2. 2. 2. 1. 1.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3935	Cn1c(SCCCN2CC3C(C2)N(CC3)c2cccc(c2)OC(F)(F)F)nnc1c1nccnc1	1	1	1	1	1	1	2.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 2. 2. 2. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A3936	Cn1c(SCCCN2CCc3c(CC2)cc2c(c3)c(C)no2)nnc1c1ccc(cc1)C(F)(F)F	1	1	1	1	1	1	6.0	"[0. 0. 0. 0. 0. 0. 1. 2. 2. 3. 4. 4. 1. 1. 4. 4. 4. 4. 0. 0. 0. 0. 0. 0.
 1. 2. 2. 2. 2. 2. 2. 2. 1. 1. 1.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
A3937	COC(=O)C1(CCN(CC1)Cc1ccc(cc1)OC)CNC(=O)c1cc(Cl)cc(c1)Cl	1	1	1	1	1	1	6.0	"[0. 0. 0. 0. 2. 2. 2. 2. 1. 1. 3. 5. 5. 5. 5. 5. 5. 2. 1. 1. 1. 1. 0. 1.
 1. 1. 0. 1. 1. 1. 0.]"	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A3938	COc1c(cc(cc1C(C)(C)C)CN1CCN(CC1)C(=O)CCCCC(c1ccc(cc1)F)c1ccc(cc1)F)C(C)(C)C	1	1	1	1	1	1	7.0	"[1. 2. 6. 6. 6. 6. 6. 6. 2. 1. 0. 0. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.]"	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
A3939	CS(=O)(=O)N1CCN(CC1)Cc1ccnc(c1)Nc1ncc(s1)c1ccccc1	1	1	1	1	1	1	2.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1.
 1. 1. 1. 1. 1.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A3940	FC(Oc1ccc(cc1)c1c[nH]c(n1)[C@@H]1N[C@H](C2CCOCC2)c2c(C1)c1ccccc1[nH]2)(F)F	1	1	1	1	1	1	3.0	"[0. 1. 2. 3. 3. 3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A3941	Cc1onc(c1)c1ccc2c(c1)CCN(CC2)CCCSc1nnc(n1C)c1cccs1	1	1	1	1	1	1	5.0	"[0. 0. 0. 0. 2. 0. 5. 5. 5. 5. 5. 5. 2. 3. 2. 1. 2. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
A3942	CCCCCCCN1CCC(CC1)C(=O)c1ccc(cc1)Cl	1	1	1	1	1	1	2.0	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 2. 0. 2. 2. 2. 2. 2. 2. 0.]	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A3943	Cc1cccnc1CN1CCC2(CC1)c1ccccc1N(C2=O)c1ccc(cc1)c1ccccc1	1	1	1	1	1	1	6.0	"[0. 2. 2. 2. 2. 2. 2. 1. 0. 0. 1. 4. 0. 0. 4. 4. 4. 4. 4. 4. 2. 2. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0
A3944	CCCCCCCN(CCCCCc1ccc(cc1)Cl)CC	1	1	1	1	1	1	2.0	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 2. 2. 2. 2. 2. 2. 0. 0. 0.]	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A3945	c1c(C)cccc1-c2ccc(cc2)C#Cc([n+]3C)cccc3C#Cc(cc4)ccc4-c5cccc(c5)C	1	1	1	1	1	1	4.0	"[1. 1. 1. 1. 1. 1. 2. 1. 1. 1. 1. 1. 1. 1. 0. 2. 2. 0. 2. 2. 2. 2. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
A3946	Fc1ccc(cc1)C(=O)C1CCN(CC1)CCn1c(=O)[nH]c2c(c1=O)cccc2	1	1	1	1	1	1	2.0	"[0. 2. 2. 2. 2. 2. 2. 2. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A3947	Clc1cc2NC(=O)Cc2cc1CC[NH+]1CCN(CC1)c1nsc2c1cccc2	1	1	1	1	1	1	4.0	"[0. 4. 4. 4. 1. 2. 0. 3. 4. 4. 4. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
A3948	S(C[C@@H]1C[C@@H]2[C@H]([NH+](C1)CCC)C[C@@H]1c3c2cccc3N=C1)C	1	1	1	1	1	1	4.0	[0. 0. 0. 1. 4. 2. 2. 1. 0. 0. 0. 0. 0. 4. 4. 4. 4. 4. 4. 0. 0. 0.]	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
A3949	C[C@@H]1CCCN1CCc4ccc3cc(c2ccc(C#N)cc2)ccc3c4	1	1	1	1	1	1	5.0	"[0. 0. 0. 0. 1. 2. 3. 4. 4. 4. 4. 4. 0. 1. 1. 1. 1. 1. 1. 0. 1. 1. 0. 0.
 4. 4.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
A3950	c1c(Cl)ccc(c12)n(CC(F)(F)F)c(=O)nc2N[C@H](C[C@H]34)C[C@@H](CC3)N4c(c5)ccc(c56)OCO6	1	1	1	1	1	1	2.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 2. 2. 2. 2. 2. 2. 2. 1. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A3951	Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1c2cccn1)c1ccc(cc1)c1ccccc1	1	1	1	1	1	1	3.0	"[0. 2. 2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 1. 1. 1. 1. 1. 1.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
A3952	CCCc1nc(C#N)nc(c1)c1cc(cc(c1)C(F)(F)F)C(=O)N(Cc1ccccc1)CCN(C)C	1	1	1	1	1	1	4.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 3. 3. 4. 3. 3. 3. 1. 1. 1. 1. 2. 0. 2.
 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3953	CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc1c[nH]c3c1c2ccc3	1	1	1	1	1	1	4.0	[0. 0. 1. 2. 0. 0. 0. 0. 0. 1. 4. 2. 0. 0. 0. 0. 4. 4. 4. 4. 4. 4.]	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
A3954	Clc1ccc2c(c1)c(NC1CC3CCC(C1)N3Cc1ccc3c(c1)OCO3)nc(=O)n2CC(F)(F)F	1	1	1	1	1	1	6.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 2. 0. 1. 2. 1. 3. 4. 6. 6. 6. 6. 6. 6.
 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A3955	Cn1c(SCCCN2CC3C(C2)N(CC3)c2ccc(cc2)C(F)(F)F)nnc1c1cccnn1	1	1	1	1	1	1	2.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 2. 2. 2. 1. 1.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3956	COc1ccc(cc1)C1CN(CC1CC(=O)Nc1cccc(c1)Cl)CCC1CCOCC1	1	1	1	1	1	1	6.0	"[1. 2. 6. 6. 6. 6. 6. 6. 4. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
A3957	COc1ccc2c(c1)ncnc2N1CCC(CC1)CCNS(=O)(=O)N	1	1	1	1	1	1	2.0	"[1. 2. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A3958	CS(=O)(=O)Nc1ccc2c(c1)[nH]c(n2)Cc1ccc(cc1)Oc1ccccc1	1	1	1	1	1	1	4.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 2. 3. 3. 3. 4. 3. 3. 2. 1. 1.
 1. 1. 1. 1.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
A3960	Nc1ccc2c(c1)[nH]c(n2)Cc1ccc(cc1)Oc1ccccc1	1	1	1	1	1	1	4.0	[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 2. 3. 3. 3. 4. 3. 3. 2. 1. 1. 1. 1. 1. 1.]	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
A3961	O=C(C(O)C)NC1CC(C)(C)Oc2c1cc(c1ccc(cc1)Cl)c(n2)c1ccc(cc1Cl)Cl	1	1	1	1	1	1	3.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 3. 1. 1. 1. 1. 1. 1. 0. 2.
 2. 1. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
A3962	S1CCC(CC1)C1NC(Cc2c1[nH]c1c2cccc1)c1[nH]cc(n1)c1ccccc1	1	1	1	1	1	1	1.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 1. 1. 1. 1. 1. 1.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3963	C1C[C@@H](N2)C[C@@H](C[C@H]12)Oc(cc(c3)C#N)nc3-c4ccccc4	1	1	1	1	1	1	3.0	[0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0. 2. 3. 2. 1. 1. 1. 1. 1.]	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
A3964	O=C(C1CCC1)NC(c1ccccc1)CC(N1CCC(CC1)c1[nH]ncc1c1ccncc1)C	1	1	1	1	1	1	5.0	"[0. 2. 2. 0. 0. 0. 2. 4. 4. 4. 4. 4. 4. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 1. 1. 1. 1. 1. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
A3965	Fc1ccc(cc1)Cn(c(c23)cccc2)c(n3)N(CC4)CCC4N(C)CCO	1	1	1	1	1	1	1.0	"[0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3966	OC(=O)CN(CCc1ccc(cc1)[N+](=O)[O-])CCOc1ccc(cc1)[N+](=O)[O-]	1	1	1	1	1	1	7.0	"[0. 0. 0. 1. 2. 3. 4. 4. 4. 4. 4. 4. 4. 0. 0. 0. 1. 2. 3. 3. 3. 3. 3. 3.
 3. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
A3967	c1c(Cl)ccc(c12)[nH]c(=O)cc2NC3CCN(CC3)Cc(c4)ccc(c45)OCO5	1	1	1	1	1	1	7.0	"[0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1. 1. 0. 1. 3. 3. 3. 1. 1. 4. 6. 6. 6. 6.
 6. 6. 2. 1. 0.]"	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
A3968	c1ccc(cc1)COc1ccc(cc1)CCNc1ccncc1	1	1	1	1	1	1	8.0	[1. 1. 1. 2. 1. 1. 3. 3. 6. 6. 6. 6. 6. 6. 3. 3. 2. 2. 1. 1. 1. 1. 1.]	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
A3969	c1cccc(CC2)c1OC23CCN(CC3)CCc(c(F)c4)ccc4F	1	1	1	1	1	1	7.0	"[5. 5. 5. 5. 5. 2. 2. 5. 3. 2. 0. 1. 2. 0. 0. 2. 2. 2. 2. 0. 2. 2. 2. 2.
 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
A3970	C1NCC[C@@H](F)[C@@H]1c2c([nH]c(c23)cc(F)cc3)-c4cccc(c45)cccc5	1	1	1	1	1	1	1.0	"[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0.
 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
